"mzn","version","dzn","solver","timeout","n","mode","learning","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"toy.mzn","Gini","toy_21_24.dzn","Chuffed",1200000,21,"LB-TL","True","4157","False","1199945","95556428","95","568275885","4","231","95556428","58998794","94","False"
"toy.mzn","Gini","toy_15_17.dzn","Chuffed",1200000,15,"LB","True","3740","False","1199982","123765221","219","671705812","4","119","123765221","33286324","218","False"
"toy.mzn","Spread","toy_27_29.dzn","Chuffed",1200000,27,"Simp","True","8523242","False","1199951","45771487","34","187906242","4","220","45771487","944949","33","False"
"toy.mzn","Spread","toy_7_7.dzn","Chuffed",1200000,7,"Simp","True","9440","False","1199923","155060401","106","660891559","4","30","155060401","2928458","105","False"
"toy.mzn","Spread","toy_7_9.dzn","Chuffed",1200000,7,"Simp","True","2069","False","1199924","158588765","98","676514937","4","44","158588765","3867593","97","False"
"toy.mzn","Spread","toy_13_16.dzn","Chuffed",1200000,13,"LB","True","283315","False","1199936","TIMEOUT/ERROR","TIMEOUT/ERROR","825720734","TIMEOUT/ERROR","318","115688386","67707734","789","False"
"toy.mzn","Spread","toy_11_11.dzn","Chuffed",1200000,11,"Simp","True","267178","False","1199932","114579292","243","480582346","4","55","114579292","1817695","242","False"
"toy.mzn","Spread","toy_10_12.dzn","Chuffed",1200000,10,"LB","True","20141","False","1199931","110961258","2141","840219547","4","104","110961258","82821313","2140","False"
"toy.mzn","Spread","toy_9_13.dzn","Chuffed",1200000,9,"LB","True","59306","True","410","31085","471","252506","4","42","31085","14778","470","False"
"toy.mzn","Gini","toy_22_22.dzn","Chuffed",1200000,22,"Simp","True","2018","False","1199947","51707291","51","237176529","4","677","51707291","8620114","50","False"
"toy.mzn","Spread","toy_24_26.dzn","Chuffed",1200000,24,"LB-TL","True","10022691","False","1199943","106037114","369","574744797","4","161","106037114","7123834","368","False"
"toy.mzn","Spread","toy_26_27.dzn","Chuffed",1200000,26,"LB","True","10677793","False","1199947","78719432","3237","633022661","4","509","78719432","74619622","3236","False"
"toy.mzn","Spread","toy_4_4.dzn","Chuffed",1200000,4,"Simp","True","4818","True","120","2706","63","18457","4","11","2706","1639","62","False"
"toy.mzn","Spread","toy_34_37.dzn","Chuffed",1200000,34,"LB","True","34004382","False","1199991","104466916","2146","607463967","4","459","104466916","20905240","2145","False"
"toy.mzn","Spread","toy_36_37.dzn","Chuffed",1200000,36,"LB","True","40874102","False","1199945","40219453","2285","303852150","4","492","40219453","33536333","2284","False"
"toy.mzn","Gini","toy_11_13.dzn","Chuffed",1200000,11,"LB","True","2147","True","448460","45323344","721","194566281","4","56","45323344","873989","720","False"
"toy.mzn","Spread","toy_6_8.dzn","Chuffed",1200000,6,"LB","True","2500","True","160","673","236","25882","4","24","673","1974","236","False"
"toy.mzn","Gini","toy_3_3.dzn","Chuffed",1200000,3,"LB","True","0","True","90","41","13","552","4","8","41","25","13","False"
"toy.mzn","Spread","toy_5_5.dzn","Chuffed",1200000,5,"LB-TL","True","3296","True","100","42","25","1793","4","17","42","61","25","False"
"toy.mzn","Gini","toy_28_29.dzn","Chuffed",1200000,28,"LB","True","3280","False","1199959","20622014","21","270919389","4","906","20622014","70428330","20","False"
"toy.mzn","Gini","toy_30_33.dzn","Chuffed",1200000,30,"LB","True","4111","False","1199953","35197336","65","434766131","4","316","35197336","111216524","64","False"
"toy.mzn","Spread","toy_21_22.dzn","Chuffed",1200000,21,"LB-TL","True","4162663","False","1200001","138040086","1899","786497190","4","197","138040086","27112452","1898","False"
"toy.mzn","Gini","toy_19_23.dzn","Chuffed",1200000,19,"Simp","True","1975","False","1199948","91884321","194","404817454","4","237","91884321","7596659","193","False"
"toy.mzn","Gini","toy_10_14.dzn","Chuffed",1200000,10,"LB","True","1459","True","870","69034","629","398401","4","52","69034","15628","628","False"
"toy.mzn","Spread","toy_10_10.dzn","Chuffed",1200000,10,"LB-TL","True","39816","True","744290","79349623","1344","570639816","4","166","79349623","47062091","1343","False"
"toy.mzn","Gini","toy_22_23.dzn","Chuffed",1200000,22,"LB","True","4620","False","1199945","89217373","156","492285990","4","193","89217373","29269673","155","False"
"toy.mzn","Gini","toy_15_16.dzn","Chuffed",1200000,15,"Simp","True","1989","False","1199932","108077609","87","454160105","4","101","108077609","2144266","86","False"
"toy.mzn","Gini","toy_10_10.dzn","Chuffed",1200000,10,"LB","True","1078","True","1120","117716","541","602398","4","51","117716","15322","540","False"
"toy.mzn","Gini","toy_5_7.dzn","Chuffed",1200000,5,"LB","True","181","True","120","3141","93","31414","4","19","3141","5928","92","False"
"toy.mzn","Gini","toy_34_37.dzn","Chuffed",1200000,34,"Simp","True","2050","False","1199942","2782122","18","2685655444","4","3665","2782122","1335863347","17","False"
"toy.mzn","Gini","toy_35_35.dzn","Chuffed",1200000,35,"LB-TL","True","4597","False","1199942","46815419","45","244747719","4","557","46815419","6293390","44","False"
"toy.mzn","Spread","toy_20_21.dzn","Chuffed",1200000,20,"LB","True","2526490","False","1199944","78141888","2138","647914291","4","6994","78141888","90885036","2137","False"
"toy.mzn","Gini","toy_39_43.dzn","Chuffed",1200000,39,"LB-TL","True","4606","False","1199951","31520030","8","180570148","4","512","31520030","6291659","7","False"
"toy.mzn","Spread","toy_23_25.dzn","Chuffed",1200000,23,"Simp","True","6499014","False","1199950","49864634","267","231191379","4","578","49864634","9771219","266","False"
"toy.mzn","Spread","toy_35_35.dzn","Chuffed",1200000,35,"LB-TL","True","31574405","False","1199947","95767932","2263","562665315","4","501","95767932","14447022","2262","False"
"toy.mzn","Gini","toy_20_22.dzn","Chuffed",1200000,20,"LB","True","3496","False","1199987","79238828","277","472736056","4","310","79238828","52144072","276","False"
"toy.mzn","Spread","toy_26_30.dzn","Chuffed",1200000,26,"Simp","True","9947500","False","1199954","36036831","19","2105197314","4","548","36036831","971191988","18","False"
"toy.mzn","Spread","toy_12_12.dzn","Chuffed",1200000,12,"Simp","True","120957","False","1199933","98019689","404","421515946","4","155","98019689","4938394","403","False"
"toy.mzn","Gini","toy_19_21.dzn","Chuffed",1200000,19,"LB-TL","True","4245","False","1199940","100186413","124","590234397","4","188","100186413","62299653","123","False"
"toy.mzn","Gini","toy_31_34.dzn","Chuffed",1200000,31,"Simp","True","1898","False","1199950","3471167","15","2830035044","4","1997","3471167","1406332621","14","False"
"toy.mzn","Spread","toy_22_25.dzn","Chuffed",1200000,22,"LB-TL","True","6611515","False","1199946","123441710","1258","806285051","4","237","123441710","77151331","1257","False"
"toy.mzn","Gini","toy_36_40.dzn","Chuffed",1200000,36,"LB","True","3810","False","1200052","40955511","79","222970637","4","542","40955511","5483810","78","False"
"toy.mzn","Gini","toy_36_36.dzn","Chuffed",1200000,36,"LB-TL","True","3451","False","1199955","30128893","223","180951495","4","481","30128893","7035766","222","False"
"toy.mzn","Gini","toy_12_15.dzn","Chuffed",1200000,12,"Simp","True","1580","False","1199932","90295665","166","385744347","4","225","90295665","4347969","165","False"
"toy.mzn","Gini","toy_17_19.dzn","Chuffed",1200000,17,"Simp","True","2559","False","1200077","89395830","18","382912905","4","174","89395830","4417954","17","False"
"toy.mzn","Spread","toy_13_17.dzn","Chuffed",1200000,13,"LB","True","599944","False","1199934","151685312","1349","857875690","4","92","151685312","26063165","1348","False"
"toy.mzn","Spread","toy_9_12.dzn","Chuffed",1200000,9,"LB","True","33558","False","1199932","141218141","1261","933884553","4","74","141218141","63232225","1260","False"
"toy.mzn","Gini","toy_25_29.dzn","Chuffed",1200000,25,"LB","True","3382","False","1199954","61254420","181","373757405","4","454","61254420","41056767","180","False"
"toy.mzn","Spread","toy_15_16.dzn","Chuffed",1200000,15,"LB","True","436864","False","1199940","104450433","1324","816593335","4","1003","104450433","83700582","1323","False"
"toy.mzn","Gini","toy_11_13.dzn","Chuffed",1200000,11,"Simp","True","2340","False","1199969","143396975","158","602716484","4","56","143396975","2801490","157","False"
"toy.mzn","Spread","toy_21_24.dzn","Chuffed",1200000,21,"Simp","True","3392471","False","1199943","62040730","90","266625994","4","243","62040730","3756303","89","False"
"toy.mzn","Gini","toy_22_22.dzn","Chuffed",1200000,22,"LB","True","4395","False","1199946","70490918","202","408276766","4","356","70490918","43244355","201","False"
"toy.mzn","Gini","toy_23_23.dzn","Chuffed",1200000,23,"Simp","True","2030","False","1199949","65438420","93","293184102","4","511","65438420","6669655","92","False"
"toy.mzn","Spread","toy_39_41.dzn","Chuffed",1200000,39,"Simp","True","51621881","False","1199896","92351889","263","486014397","4","578","92351889","12029744","262","False"
"toy.mzn","Spread","toy_3_5.dzn","Chuffed",1200000,3,"LB-TL","True","22","True","110","6","4","99","4","5","6","2","4","False"
"toy.mzn","Spread","toy_16_18.dzn","Chuffed",1200000,16,"LB","True","1200924","False","1199933","116710940","2513","761299913","4","116","116710940","50129815","2512","False"
"toy.mzn","Spread","toy_35_38.dzn","Chuffed",1200000,35,"LB-TL","True","32352983","False","750","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","412","False"
"toy.mzn","Spread","toy_18_19.dzn","Chuffed",1200000,18,"Simp","True","2157364","False","1199936","149512774","22","748339426","4","119","149512774","14074966","21","False"
"toy.mzn","Gini","toy_18_19.dzn","Chuffed",1200000,18,"LB-TL","True","3911","False","1199934","101723588","130","535679886","4","117","101723588","10188923","129","False"
"toy.mzn","Spread","toy_29_29.dzn","Chuffed",1200000,29,"LB-TL","True","11320286","False","1199954","79980733","1960","580320283","4","386","79980733","40875409","1959","False"
"toy.mzn","Spread","toy_5_6.dzn","Chuffed",1200000,5,"LB","True","2560","True","170","1031","302","24938","4","18","1031","1866","302","False"
"toy.mzn","Gini","toy_3_5.dzn","Chuffed",1200000,3,"LB","True","333","True","80","7","8","131","4","6","7","5","8","False"
"toy.mzn","Spread","toy_36_37.dzn","Chuffed",1200000,36,"Simp","True","40982583","False","1199990","100473957","878","549017070","4","492","100473957","23032597","877","False"
"toy.mzn","Spread","toy_7_9.dzn","Chuffed",1200000,7,"LB-TL","True","2069","True","420","2884","906","116606","4","33","2884","3827","905","False"
"toy.mzn","Spread","toy_7_8.dzn","Chuffed",1200000,7,"LB","True","4012","True","340","2727","683","103464","4","34","2727","8714","682","False"
"toy.mzn","Spread","toy_8_10.dzn","Chuffed",1200000,8,"Simp","True","29510","False","1199932","143302829","70","601557688","4","41","143302829","2896553","69","False"
"toy.mzn","Gini","toy_34_35.dzn","Chuffed",1200000,34,"LB","True","4546","False","1199956","53026892","323","325621158","4","447","53026892","22981052","322","False"
"toy.mzn","Gini","toy_11_13.dzn","Chuffed",1200000,11,"LB-TL","True","2034","False","1199935","92442577","785","444053607","4","361","92442577","6009530","784","False"
"toy.mzn","Gini","toy_18_21.dzn","Chuffed",1200000,18,"LB","True","4252","False","1199939","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","196","108748087","65773495","57","False"
"toy.mzn","Gini","toy_26_28.dzn","Chuffed",1200000,26,"LB-TL","True","3711","False","1199947","68533397","100","355651452","4","229","68533397","3566616","99","False"
"toy.mzn","Spread","toy_37_39.dzn","Chuffed",1200000,37,"LB-TL","True","54451370","False","1199946","100043939","2348","552374932","4","491","100043939","19770088","2347","False"
"toy.mzn","Spread","toy_29_32.dzn","Chuffed",1200000,29,"Simp","True","12583509","False","1199959","11640644","15","2982685288","4","1089","11640644","1461673637","14","False"
"toy.mzn","Gini","toy_28_31.dzn","Chuffed",1200000,28,"LB","True","4420","False","1199948","39486040","99","356486594","4","324","39486040","58456422","98","False"
"toy.mzn","Spread","toy_13_15.dzn","Chuffed",1200000,13,"LB-TL","True","538331","False","1199932","103427391","1800","793835061","4","16554","103427391","82402724","1799","False"
"toy.mzn","Spread","toy_22_23.dzn","Chuffed",1200000,22,"LB-TL","True","4135314","False","1199946","98294857","2146","733411446","4","221","98294857","57209550","2145","False"
"toy.mzn","Gini","toy_13_13.dzn","Chuffed",1200000,13,"LB","True","3476","False","1199934","126777288","450","701386342","4","89","126777288","45437759","449","False"
"toy.mzn","Gini","toy_19_20.dzn","Chuffed",1200000,19,"Simp","True","2221","False","1199945","74502830","136","328030476","4","398","74502830","6705369","135","False"
"toy.mzn","Spread","toy_14_18.dzn","Chuffed",1200000,14,"LB-TL","True","725702","False","1199931","118290336","1478","747978855","4","107","118290336","32758045","1477","False"
"toy.mzn","Spread","toy_14_17.dzn","Chuffed",1200000,14,"LB-TL","True","789024","False","1199937","162933390","1439","932105064","4","94","162933390","35626889","1438","False"
"toy.mzn","Gini","toy_27_28.dzn","Chuffed",1200000,27,"Simp","True","2295","False","190","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","41","False"
"toy.mzn","Gini","toy_39_40.dzn","Chuffed",1200000,39,"LB","True","3836","False","1199936","45081952","97","218203955","4","598","45081952","3271594","96","False"
"toy.mzn","Spread","toy_12_14.dzn","Chuffed",1200000,12,"LB-TL","True","201055","False","1200046","110591744","1475","852312764","4","1134","110591744","81486042","1474","False"
"toy.mzn","Gini","toy_16_18.dzn","Chuffed",1200000,16,"LB-TL","True","3224","False","1199933","117120330","220","679931846","4","115","117120330","68413224","219","False"
"toy.mzn","Spread","toy_18_18.dzn","Chuffed",1200000,18,"LB","True","2160800","False","1199936","134375565","1752","829655512","4","206","134375565","71415050","1751","False"
"toy.mzn","Gini","toy_16_19.dzn","Chuffed",1200000,16,"LB","True","4047","False","1199933","101832149","133","533201621","4","139","101832149","5475638","132","False"
"toy.mzn","Spread","toy_23_27.dzn","Chuffed",1200000,23,"Simp","True","3805364","False","1199947","120883875","193","679316485","4","284","120883875","78301242","192","False"
"toy.mzn","Spread","toy_22_25.dzn","Chuffed",1200000,22,"Simp","True","3238024","False","1199945","70478080","273","307844991","4","390","70478080","5369832","272","False"
"toy.mzn","Gini","toy_7_7.dzn","Chuffed",1200000,7,"LB-TL","True","1476","True","310","17942","304","118135","4","46","17942","5931","303","False"
"toy.mzn","Gini","toy_26_29.dzn","Chuffed",1200000,26,"Simp","True","1527","False","1199952","43583901","238","213283355","4","571","43583901","15093292","237","False"
"toy.mzn","Gini","toy_28_30.dzn","Chuffed",1200000,28,"LB","True","4102","False","1199961","18964262","100","341333476","4","788","18964262","106230730","99","False"
"toy.mzn","Gini","toy_12_12.dzn","Chuffed",1200000,12,"Simp","True","1364","False","1199933","110174344","121","466690022","4","133","110174344","3097563","120","False"
"toy.mzn","Gini","toy_25_26.dzn","Chuffed",1200000,25,"Simp","True","2159","False","1199950","49574735","10","221562705","4","398","49574735","7686499","9","False"
"toy.mzn","Spread","toy_5_5.dzn","Chuffed",1200000,5,"Simp","True","3296","True","1450","255051","27","1122455","4","17","255051","5161","26","False"
"toy.mzn","Gini","toy_15_18.dzn","Chuffed",1200000,15,"LB","True","3014","False","1199936","119638353","541","688565248","4","110","119638353","65662622","540","False"
"toy.mzn","Spread","toy_7_11.dzn","Chuffed",1200000,7,"LB-TL","True","7469","True","200","853","374","45623","4","31","853","2010","374","False"
"toy.mzn","Gini","toy_6_8.dzn","Chuffed",1200000,6,"LB","True","816","True","230","3143","364","50571","4","24","3143","7263","363","False"
"toy.mzn","Gini","toy_33_37.dzn","Chuffed",1200000,33,"LB","True","4648","False","1199945","61152736","198","351710662","4","442","61152736","15594438","197","False"
"toy.mzn","Gini","toy_8_11.dzn","Chuffed",1200000,8,"LB","True","837","True","250","3878","306","61048","4","37","3878","9955","305","False"
"toy.mzn","Gini","toy_4_4.dzn","Chuffed",1200000,4,"LB-TL","True","2590","True","90","113","51","1760","4","11","113","39","51","False"
"toy.mzn","Spread","toy_37_40.dzn","Chuffed",1200000,37,"LB-TL","True","37635609","False","1199945","95660070","2200","504279848","4","498","95660070","14437363","2199","False"
"toy.mzn","Spread","toy_8_12.dzn","Chuffed",1200000,8,"LB","True","47873","False","1199983","137618659","863","773513003","4","60","137618659","51821172","862","False"
"toy.mzn","Gini","toy_31_32.dzn","Chuffed",1200000,31,"LB-TL","True","4922","False","1199948","63950574","43","386751461","4","429","63950574","23066320","42","False"
"toy.mzn","Gini","toy_30_31.dzn","Chuffed",1200000,30,"LB-TL","True","4499","False","1199949","34552011","51","262110097","4","377","34552011","27920831","50","False"
"toy.mzn","Spread","toy_19_22.dzn","Chuffed",1200000,19,"LB","True","2679206","False","1199941","128941747","1338","742815873","4","285","128941747","52758182","1337","False"
"toy.mzn","Gini","toy_29_29.dzn","Chuffed",1200000,29,"LB-TL","True","3214","False","1199955","26559402","43","387051962","4","946","26559402","113753051","42","False"
"toy.mzn","Gini","toy_17_21.dzn","Chuffed",1200000,17,"LB","True","4179","False","1199937","113210320","174","660189356","4","182","113210320","66060226","173","False"
"toy.mzn","Spread","toy_25_26.dzn","Chuffed",1200000,25,"LB-TL","True","9737839","False","1200002","72822502","2918","817423053","4","1339","72822502","116251428","2917","False"
"toy.mzn","Spread","toy_13_14.dzn","Chuffed",1200000,13,"LB-TL","True","339237","False","1199932","112853182","890","804050570","4","599","112853182","66972605","889","False"
"toy.mzn","Gini","toy_7_7.dzn","Chuffed",1200000,7,"LB","True","2531","True","200","2755","287","38475","4","31","2755","4106","286","False"
"toy.mzn","Spread","toy_19_21.dzn","Chuffed",1200000,19,"Simp","True","2176998","False","1199938","143458885","111","800171026","4","195","143458885","88883995","110","False"
"toy.mzn","Spread","toy_28_30.dzn","Chuffed",1200000,28,"LB","True","10562623","False","1199958","93633195","2109","550403195","4","265","93633195","22228772","2108","False"
"toy.mzn","Spread","toy_36_37.dzn","Chuffed",1200000,36,"LB-TL","True","40874102","False","1199946","34741925","2285","261778621","4","492","34741925","28628634","2284","False"
"toy.mzn","Gini","toy_5_8.dzn","Chuffed",1200000,5,"LB-TL","True","988","True","120","4059","68","37778","4","127","4059","8026","67","False"
"toy.mzn","Gini","toy_40_40.dzn","Chuffed",1200000,40,"Simp","True","1789","False","1199946","31912585","8","1782908765","4","905","31912585","809405146","7","False"
"toy.mzn","Gini","toy_19_19.dzn","Chuffed",1200000,19,"LB-TL","True","3970","False","1199935","96734473","21","509974178","4","129","96734473","11455790","20","False"
"toy.mzn","Gini","toy_17_19.dzn","Chuffed",1200000,17,"LB","True","4083","False","1199935","101179311","68","532095209","4","103","101179311","7780462","67","False"
"toy.mzn","Spread","toy_26_30.dzn","Chuffed",1200000,26,"LB","True","9163153","False","1199954","76751603","1329","806682396","4","904","76751603","112284409","1328","False"
"toy.mzn","Gini","toy_6_7.dzn","Chuffed",1200000,6,"LB","True","1412","True","130","3963","85","33533","4","22","3963","5239","84","False"
"toy.mzn","Gini","toy_37_39.dzn","Chuffed",1200000,37,"LB-TL","True","4447","False","1199945","49593009","234","268052401","4","498","49593009","9004636","233","False"
"toy.mzn","Gini","toy_23_26.dzn","Chuffed",1200000,23,"LB","True","4265","False","1199946","78950843","337","342943961","4","184","78950843","1896453","336","False"
"toy.mzn","Gini","toy_12_15.dzn","Chuffed",1200000,12,"LB-TL","True","4045","False","1199930","134221573","267","784943513","4","115","134221573","76811047","266","False"
"toy.mzn","Spread","toy_34_34.dzn","Chuffed",1200000,34,"LB","True","27358283","False","3840","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","2202","False"
"toy.mzn","Gini","toy_18_20.dzn","Chuffed",1200000,18,"LB","True","3867","False","1199936","105318347","313","582231255","4","152","105318347","34901991","312","False"
"toy.mzn","Gini","toy_38_41.dzn","Chuffed",1200000,38,"Simp","True","2404","False","1199951","53350577","10","1298965670","4","634","53350577","511094566","9","False"
"toy.mzn","Spread","toy_31_34.dzn","Chuffed",1200000,31,"LB-TL","True","14009099","False","1199951","65102572","1992","348718513","4","424","65102572","2285014","1991","False"
"toy.mzn","Gini","toy_3_5.dzn","Chuffed",1200000,3,"LB-TL","True","333","True","80","7","8","131","4","6","7","5","8","False"
"toy.mzn","Gini","toy_21_21.dzn","Chuffed",1200000,21,"LB","True","3338","False","1199943","92111166","303","540508177","4","204","92111166","51897914","302","False"
"toy.mzn","Spread","toy_29_29.dzn","Chuffed",1200000,29,"Simp","True","11467979","False","1199956","40394380","23","1209303764","4","1227","40394380","511977437","22","False"
"toy.mzn","Gini","toy_30_34.dzn","Chuffed",1200000,30,"LB-TL","True","4140","False","1199953","36895531","20","301924764","4","360","36895531","39714594","19","False"
"toy.mzn","Gini","toy_4_6.dzn","Chuffed",1200000,4,"LB","True","852","True","120","210","129","5174","4","12","210","221","129","False"
"toy.mzn","Gini","toy_9_10.dzn","Chuffed",1200000,9,"LB","True","1021","True","460","4508","750","96843","4","44","4508","6043","749","False"
"toy.mzn","Spread","toy_38_41.dzn","Chuffed",1200000,38,"Simp","True","51260823","False","1199955","105695418","27","577149810","4","516","105695418","24326579","26","False"
"toy.mzn","Spread","toy_19_20.dzn","Chuffed",1200000,19,"Simp","True","2946708","False","1199938","144220108","191","756274035","4","163","144220108","54191907","190","False"
"toy.mzn","Gini","toy_24_28.dzn","Chuffed",1200000,24,"LB-TL","True","3816","False","1200000","69389072","85","354505539","4","174","69389072","1295256","84","False"
"toy.mzn","Gini","toy_18_21.dzn","Chuffed",1200000,18,"LB-TL","True","4270","False","160","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","39","False"
"toy.mzn","Spread","toy_38_41.dzn","Chuffed",1200000,38,"LB-TL","True","50474579","False","1199949","63676186","2254","359907952","4","463","63676186","5397100","2253","False"
"toy.mzn","Spread","toy_6_7.dzn","Chuffed",1200000,6,"Simp","True","3333","True","115910","16929505","74","71973138","4","22","16929505","217694","73","False"
"toy.mzn","Spread","toy_22_24.dzn","Chuffed",1200000,22,"LB","True","5889118","False","1199944","131533731","2216","857855351","4","283","131533731","81250601","2215","False"
"toy.mzn","Spread","toy_9_9.dzn","Chuffed",1200000,9,"LB","True","24283","False","1199931","127915113","759","955410952","4","84","127915113","87903210","758","False"
"toy.mzn","Spread","toy_33_33.dzn","Chuffed",1200000,33,"LB","True","31051401","False","1199955","97639405","1549","924441751","4","353","97639405","117022622","1548","False"
"toy.mzn","Spread","toy_10_13.dzn","Chuffed",1200000,10,"LB-TL","True","80140","True","243040","25975807","1237","183745602","4","1560","25975807","15453268","1236","False"
"toy.mzn","Spread","toy_15_19.dzn","Chuffed",1200000,15,"Simp","True","949915","False","1199932","134893144","29","676499401","4","90","134893144","5294305","28","False"
"toy.mzn","Spread","toy_30_33.dzn","Chuffed",1200000,30,"LB","True","19690084","False","1199955","77465177","2158","1256683369","4","314","77465177","263935961","2157","False"
"toy.mzn","Spread","toy_20_21.dzn","Chuffed",1200000,20,"Simp","True","2674309","False","1199943","136500887","102","762786074","4","233","136500887","85802271","101","False"
"toy.mzn","Spread","toy_20_20.dzn","Chuffed",1200000,20,"LB-TL","True","3449404","False","1199951","92286927","424","716504688","4","3068","92286927","61798791","423","False"
"toy.mzn","Spread","toy_20_22.dzn","Chuffed",1200000,20,"LB-TL","True","2506361","False","1199946","89518940","2740","763701621","4","1821","89518940","79261784","2739","False"
"toy.mzn","Spread","toy_24_28.dzn","Chuffed",1200000,24,"Simp","True","6376260","False","140","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","21","False"
"toy.mzn","Spread","toy_4_6.dzn","Chuffed",1200000,4,"LB-TL","True","1250","True","130","199","100","5238","4","12","199","266","100","False"
"toy.mzn","Spread","toy_6_9.dzn","Chuffed",1200000,6,"LB-TL","True","1413","True","300","2745","651","72883","4","24","2745","3253","650","False"
"toy.mzn","Spread","toy_11_12.dzn","Chuffed",1200000,11,"Simp","True","137224","False","4530","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","70","False"
"toy.mzn","Gini","toy_11_15.dzn","Chuffed",1200000,11,"LB-TL","True","4127","False","1199939","130974301","321","758445513","4","102","130974301","69340813","320","False"
"toy.mzn","Gini","toy_7_11.dzn","Chuffed",1200000,7,"Simp","True","1388","False","1199931","145361256","120","617454901","4","31","145361256","2960096","119","False"
"toy.mzn","Spread","toy_18_18.dzn","Chuffed",1200000,18,"Simp","True","1632469","False","1199934","51129716","176","209664859","4","109","51129716","825059","175","False"
"toy.mzn","Gini","toy_9_12.dzn","Chuffed",1200000,9,"LB-TL","True","3165","False","1199931","127479389","262","544656349","4","61","127479389","2975899","261","False"
"toy.mzn","Spread","toy_29_31.dzn","Chuffed",1200000,29,"Simp","True","13108268","False","1199947","107842392","4","894528538","4","333","107842392","177657121","3","False"
"toy.mzn","Gini","toy_18_19.dzn","Chuffed",1200000,18,"Simp","True","2567","False","1199929","66665860","45","274519290","4","113","66665860","935609","44","False"
"toy.mzn","Gini","toy_27_27.dzn","Chuffed",1200000,27,"LB","True","3749","False","1199948","38014716","121","342495982","4","335","38014716","55928641","120","False"
"toy.mzn","Gini","toy_38_38.dzn","Chuffed",1200000,38,"LB","True","3700","False","1199948","29885744","270","162919363","4","529","29885744","3306951","269","False"
"toy.mzn","Spread","toy_8_8.dzn","Chuffed",1200000,8,"LB","True","9818","True","43670","5802472","617","34952708","4","59","5802472","1565052","616","False"
"toy.mzn","Gini","toy_7_8.dzn","Chuffed",1200000,7,"LB","True","734","True","270","7511","286","74807","4","34","7511","10332","285","False"
"toy.mzn","Spread","toy_30_33.dzn","Chuffed",1200000,30,"Simp","True","11102971","False","1199951","3437940","336","3204304845","4","1940","3437940","1593464607","335","False"
"toy.mzn","Gini","toy_5_8.dzn","Chuffed",1200000,5,"LB","True","988","True","120","2936","63","32403","4","84","2936","7482","62","False"
"toy.mzn","Spread","toy_9_11.dzn","Chuffed",1200000,9,"LB-TL","True","120822","False","1199931","138891191","1379","706465090","4","67","138891191","27030134","1378","False"
"toy.mzn","Spread","toy_19_19.dzn","Chuffed",1200000,19,"LB","True","2198006","False","1199935","97163672","1805","825898703","4","639","97163672","83686563","1804","False"
"toy.mzn","Spread","toy_23_23.dzn","Chuffed",1200000,23,"LB","True","6460226","False","1199947","119594838","378","784582708","4","248","119594838","76728360","377","False"
"toy.mzn","Spread","toy_19_20.dzn","Chuffed",1200000,19,"LB-TL","True","2766242","False","1199941","100860201","2150","806320096","4","170","100860201","70161372","2149","False"
"toy.mzn","Gini","toy_2_6.dzn","Chuffed",1200000,2,"LB-TL","True","1250","True","80","2","3","33","4","4","2","0","3","False"
"toy.mzn","Gini","toy_16_18.dzn","Chuffed",1200000,16,"LB","True","3206","False","1199933","116747880","238","677784622","4","113","116747880","68200302","237","False"
"toy.mzn","Spread","toy_15_17.dzn","Chuffed",1200000,15,"Simp","True","572792","False","1199937","86069668","46","370601076","4","214","86069668","4763834","45","False"
"toy.mzn","Spread","toy_26_27.dzn","Chuffed",1200000,26,"LB-TL","True","10988317","False","1199953","35676024","3408","799829644","4","83054","35676024","221771096","3407","False"
"toy.mzn","Spread","toy_19_19.dzn","Chuffed",1200000,19,"LB-TL","True","2469971","False","1190","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","1497","False"
