"mzn","dzn","solver","timeout","nJ","nM","nA","mode","case","learning","UTIL","disp","solution","proof_of_opt","runtime","failures","restarts","propagations","propagators","peakDepth","nogoods","backjumps","nSolutions","unsat"
"Spread","ta62_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"Simp","mindis","TRUE","19230","1094486","1094486","FALSE","1199308","75281","2","232597198","5064","1011","75281","72703","1","FALSE"
"Gini","ta75_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","42837","830","-42837","FALSE","27060","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","141","FALSE"
"Spread","ta32_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"LB","maxeff","TRUE","10416","425474","-10416","FALSE","1199656","227628","37","386690999","2299","458","227628","129783","36","FALSE"
"Gini","ta76_10a_alloc2.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","34674","1998","-34674","FALSE","31990","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","93","FALSE"
"Gini","ta37_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","9083","2","2","FALSE","1199651","319602","12","346511774","2299","458","319602","204071","11","FALSE"
"Spread","ta79_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"LB","maxeff","TRUE","13864","1215861","-13864","FALSE","1198687","141909","61","301966162","10096","2012","141909","281630","60","FALSE"
"Gini","ta80_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB-TL","maxeff","TRUE","41013","1300","-41013","FALSE","30790","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","148","FALSE"
"Gini","ta77_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","34805","1141","1141","FALSE","9140","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","11","FALSE"
"Gini","ta72_8a_alloc2.dzn","Chuffed",1200000,100,20,8,"Simp","mindis","TRUE","35392","1193","1193","FALSE","15060","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","12","FALSE"
"Spread","ta38_3a_alloc3.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","8793","74082","-8793","FALSE","1199662","296693","37","361664707","2299","458","296693","190038","36","FALSE"
"Spread","ta76_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB-TL","mindis","TRUE","33702","217757","217757","FALSE","14100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","16","FALSE"
"Spread","ta57_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB","mindis","TRUE","12941","293946","293946","FALSE","1199509","333500","51","215855171","3813","764","333500","274342","50","FALSE"
"Gini","ta74_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"Simp","maxeff","TRUE","44119","1148","-44119","FALSE","25900","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","120","FALSE"
"Spread","ta77_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"LB-TL","mindis","TRUE","34799","2424543","2424543","FALSE","17520","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","22","FALSE"
"Gini","ta52_5a_alloc1.dzn","Chuffed",1200000,50,15,5,"LB","maxeff","TRUE","19090","1488","-19090","FALSE","1199511","216558","45","187765258","3813","848","216558","316103","44","FALSE"
"Gini","ta70_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Simp","mindis","TRUE","20563","657","657","FALSE","1199357","194374","11","248330294","5056","1012","194374","226285","10","FALSE"
"Gini","ta52_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta75_6a_alloc3.dzn","Chuffed",1200000,100,20,6,"LB","mindis","TRUE","35491","295","295","FALSE","24580","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","35","FALSE"
"Gini","ta80_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB-TL","mindis","TRUE","33649","830","830","FALSE","12070","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","16","FALSE"
"Spread","ta62_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"Simp","maxeff","TRUE","22560","756885","-22560","FALSE","834390","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","49","FALSE"
"Gini","ta70_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"Simp","maxeff","TRUE","21631","1934","-21631","FALSE","1199343","134240","61","258266356","5058","1013","134240","171648","60","FALSE"
"Spread","ta79_6a_alloc1.dzn","Chuffed",1200000,100,20,6,"Simp","mindis","TRUE","35299","2143974","2143974","FALSE","21880","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","27","FALSE"
"Spread","ta65_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","20541","43657","43657","FALSE","1199349","133435","5","256153509","5062","1011","133435","166801","4","FALSE"
"Gini","ta61_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB-TL","maxeff","TRUE","21714","1198","-21714","FALSE","1199366","141520","59","257262302","5060","1015","141520","209903","58","FALSE"
"Gini","ta60_3a_alloc1.dzn","Chuffed",1200000,50,15,3,"Simp","maxeff","TRUE","18483","919","-18483","FALSE","1199499","200629","53","210752936","3817","866","200629","312622","52","FALSE"
"Gini","ta54_3a_alloc2.dzn","Chuffed",1200000,50,15,3,"LB-TL","maxeff","TRUE","18460","1025","-18460","FALSE","1199516","559101","59","503983705","3815","798","559101","291796","58","FALSE"
"Spread","ta72_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"Simp","maxeff","TRUE","35413","3122385","-35413","FALSE","18200","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","117","FALSE"
"Spread","ta51_5a_alloc3.dzn","Chuffed",1200000,50,15,5,"LB","mindis","TRUE","14030","550241","550241","FALSE","1199459","291900","4","271885536","3817","761","291900","822874","3","FALSE"
"Gini","ta80_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB","maxeff","TRUE","41013","1287","-41013","FALSE","29030","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","130","FALSE"
"Spread","ta60_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","15554","26032","26032","FALSE","1199495","242242","22","250129397","3817","764","242242","236102","21","FALSE"
"Gini","ta52_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","17879","246","246","FALSE","1199462","312957","12","255564810","3809","762","312957","402721","11","FALSE"
"Spread","ta36_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"LB","mindis","TRUE","9040","0","0","TRUE","219190","58213","6","81822744","2297","453","58213","44335","5","FALSE"
"Gini","ta63_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"Simp","mindis","TRUE","16782","1563","1563","FALSE","1199341","160357","4","268420380","5070","1014","160357","107651","3","FALSE"
"Spread","ta50_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"LB-TL","mindis","TRUE","9343","0","0","TRUE","17170","8561","5","11516584","3052","603","8561","36217","4","FALSE"
"Spread","ta73_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"Simp","mindis","TRUE","35680","1698141","1698141","FALSE","17620","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","14","FALSE"
"Spread","ta80_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","36213","1442038","-36213","FALSE","36290","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","165","FALSE"
"Spread","ta79_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","35296","2152709","2152709","FALSE","5640","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","3","FALSE"
"Gini","ta34_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"Simp","mindis","TRUE","9615","10","10","FALSE","1199679","443040","3","337411948","2299","453","443040","192003","2","FALSE"
"Gini","ta49_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","maxeff","TRUE","11338","821","-11338","FALSE","1199588","215276","25","471532074","3048","608","215276","115601","24","FALSE"
"Spread","ta66_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","15745","297677","297677","FALSE","1199315","119775","18","247676340","5062","1012","119775","113747","17","FALSE"
"Gini","ta31_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"LB-TL","mindis","TRUE","8367","0","0","TRUE","558980","150204","17","170714100","2289","455","150204","102462","16","FALSE"
"Gini","ta73_8a_alloc3.dzn","Chuffed",1200000,100,20,8,"LB","maxeff","TRUE","18380","1940","-18380","FALSE","12400","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","42","FALSE"
"Spread","ta65_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Simp","mindis","TRUE","15614","47797","47797","FALSE","1199314","125400","16","253501455","5060","1013","125400","131745","15","FALSE"
"Spread","ta31_2a_alloc1.dzn","Chuffed",1200000,30,15,2,"Simp","mindis","TRUE","8736","1","1","FALSE","1199676","490085","5","385732696","2289","453","490085","207696","4","FALSE"
"Spread","ta61_3a_alloc3.dzn","Chuffed",1200000,50,20,3,"LB","mindis","TRUE","21145","1937","1937","FALSE","1199296","150482","17","254033536","5056","1015","150482","192047","16","FALSE"
"Spread","ta76_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"LB-TL","mindis","TRUE","33727","1675506","1675506","FALSE","16230","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","20","FALSE"
"Spread","ta47_2a_alloc3.dzn","Chuffed",1200000,30,20,2,"Simp","mindis","TRUE","8762","1","1","TRUE","88530","46741","6","72069744","3048","603","46741","52247","5","FALSE"
"Spread","ta34_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","9388","668","668","FALSE","1199635","315625","7","307928930","2299","453","315625","211477","6","FALSE"
"Spread","ta79_7a_alloc3.dzn","Chuffed",1200000,100,20,7,"Simp","mindis","TRUE","35304","1156589","1156589","FALSE","9710","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","12","FALSE"
"Gini","ta72_7a_alloc1.dzn","Chuffed",1200000,100,20,7,"Simp","mindis","TRUE","35350","1444","1444","FALSE","10120","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","15","FALSE"
"Gini","ta74_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB","mindis","TRUE","37754","252","252","FALSE","26950","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","37","FALSE"
"Gini","ta65_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"LB-TL","maxeff","TRUE","22583","1848","-22583","FALSE","1199343","150226","63","234743662","5064","1045","150226","368424","62","FALSE"
"Gini","ta75_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","42837","1311","-42837","FALSE","25260","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","123","FALSE"
"Spread","ta65_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"LB-TL","maxeff","TRUE","21726","948516","-21726","FALSE","1199346","178795","76","272598122","5060","1013","178795","198799","75","FALSE"
"Gini","ta35_3a_alloc1.dzn","Chuffed",1200000,30,15,3,"LB-TL","mindis","TRUE","8873","56","56","FALSE","1199667","294511","10","342549120","2293","453","294511","185048","9","FALSE"
"Spread","ta58_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"Simp","maxeff","TRUE","13721","874853","-13721","FALSE","1199482","261296","59","226659832","3823","763","261296","616051","58","FALSE"
"Spread","ta53_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","mindis","TRUE","13807","313333","313333","FALSE","1199466","186797","15","181768257","3813","765","186797","250470","14","FALSE"
"Spread","ta71_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB","maxeff","TRUE","39714","2840305","-39714","FALSE","50840","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","202","FALSE"
"Gini","ta57_5a_alloc2.dzn","Chuffed",1200000,50,15,5,"Simp","maxeff","TRUE","20443","1583","-20443","FALSE","1199520","215020","70","187444528","3815","1033","215020","275597","69","FALSE"
"Spread","ta50_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"Simp","mindis","TRUE","8405","24","24","TRUE","406540","136857","13","236240244","3054","603","136857","86633","12","FALSE"
"Gini","ta61_5a_alloc3.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","18978","904","904","FALSE","1199322","141790","4","256112588","5060","1014","141790","113923","3","FALSE"
"Gini","ta76_5a_alloc3.dzn","Chuffed",1200000,100,20,5,"LB-TL","mindis","TRUE","33709","573","573","FALSE","19290","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","23","FALSE"
"Spread","ta46_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"LB-TL","maxeff","TRUE","13226","2116","-13226","FALSE","1199572","196337","38","432288031","3052","606","196337","140806","37","FALSE"
"Gini","ta68_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"Simp","maxeff","TRUE","21730","1650","-21730","FALSE","1199336","150502","46","231043492","5060","1013","150502","268592","45","FALSE"
"Spread","ta34_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB","maxeff","TRUE","11836","206116","-11836","FALSE","1199653","252545","39","297596810","2299","459","252545","203892","38","FALSE"
"Gini","ta63_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Simp","maxeff","TRUE","8822","1976","-8822","FALSE","1199344","123635","21","260799136","5070","1010","123635","153146","20","FALSE"
"Gini","ta70_4a_alloc3.dzn","Chuffed",1200000,50,20,4,"LB-TL","mindis","TRUE","20415","256","256","FALSE","1199310","181004","8","304873228","5056","1013","181004","203295","7","FALSE"
"Spread","ta57_4a_alloc3.dzn","Chuffed",1200000,50,15,4,"Simp","mindis","TRUE","15842","151684","151684","FALSE","1199471","1813790","4","1189024610","3811","764","1813790","558970","3","FALSE"
"Gini","ta66_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"Simp","maxeff","TRUE","21848","1669","-21848","FALSE","1199316","158349","38","244670545","5062","1012","158349","225890","37","FALSE"
"Spread","ta75_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Simp","maxeff","TRUE","20904","948117","-20904","FALSE","1198721","476921","64","1159234005","10094","2013","476921","174807","63","FALSE"
"Spread","ta68_4a_alloc2.dzn","Chuffed",1200000,50,20,4,"LB","mindis","TRUE","20160","30636","30636","FALSE","1199329","191914","9","270134021","5058","1013","191914","290971","8","FALSE"
"Gini","ta59_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"Simp","mindis","TRUE","13986","1124","1124","FALSE","1199521","170151","5","218170956","3811","761","170151","88989","4","FALSE"
"Spread","ta77_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB-TL","mindis","TRUE","34812","737096","737096","FALSE","6100","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","3","FALSE"
"Spread","ta68_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"LB-TL","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta36_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"Simp","maxeff","TRUE","11319","1102","-11319","FALSE","1199676","244562","40","377882254","2299","503","244562","147501","39","FALSE"
"Gini","ta38_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB","mindis","TRUE","7690","0","0","TRUE","135790","50963","12","58953706","2295","453","50963","50684","11","FALSE"
"Gini","ta55_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB","maxeff","TRUE","12972","1581","-12972","FALSE","1199464","180327","41","241328122","3811","762","180327","107347","40","FALSE"
"Gini","ta45_3a_alloc2.dzn","Chuffed",1200000,30,20,3,"LB","maxeff","TRUE","12011","1196","-12011","FALSE","1199565","197316","31","469080194","3046","607","197316","132153","30","FALSE"
"Gini","ta66_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","22902","1405","-22902","FALSE","1199295","137111","38","263933755","5062","1012","137111","158349","37","FALSE"
"Gini","ta75_9a_alloc1.dzn","Chuffed",1200000,100,20,9,"Simp","mindis","TRUE","35518","1556","1556","FALSE","19560","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","23","FALSE"
"Gini","ta38_2a_alloc3.dzn","Chuffed",1200000,30,15,2,"LB","maxeff","TRUE","9182","439","-9182","FALSE","1199631","256898","29","448417510","2297","459","256898","113035","28","FALSE"
"Spread","ta64_4a_alloc1.dzn","Chuffed",1200000,50,20,4,"LB","maxeff","TRUE","19968","626993","-19968","FALSE","1199343","192686","68","261228694","5046","1016","192686","264783","67","FALSE"
"Spread","ta41_2a_alloc1.dzn","Chuffed",1200000,30,20,2,"LB-TL","mindis","TRUE","9725","0","0","TRUE","87740","28381","7","47417574","3050","603","28381","48328","6","FALSE"
"Spread","ta73_7a_alloc2.dzn","Chuffed",1200000,100,20,7,"LB","maxeff","TRUE","22329","1531458","-22329","FALSE","1198681","164764","79","290195223","10102","2015","164764","344592","78","FALSE"
"Gini","ta34_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"LB-TL","maxeff","TRUE","11933","1768","-11933","FALSE","1199674","235741","35","339086443","2301","459","235741","185527","34","FALSE"
"Gini","ta72_9a_alloc3.dzn","Chuffed",1200000,100,20,9,"LB","maxeff","TRUE","19138","1576","-19138","FALSE","1198586","226160","66","280536351","10100","2015","226160","655035","65","FALSE"
"Gini","ta71_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"Simp","mindis","TRUE","33889","1247","1247","FALSE","14140","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","8","FALSE"
"Spread","ta55_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB-TL","mindis","TRUE","14501","166621","166621","FALSE","1199494","169274","2","213666924","3809","762","169274","71211","1","FALSE"
"Gini","ta41_3a_alloc1.dzn","Chuffed",1200000,30,20,3,"LB-TL","mindis","TRUE","9265","4","4","FALSE","1199586","262184","15","418281058","3052","603","262184","184443","14","FALSE"
"Gini","ta57_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB-TL","maxeff","TRUE","19023","1148","-19023","FALSE","1199473","326026","65","188962130","3813","1044","326026","162228","64","FALSE"
"Gini","ta80_5a_alloc2.dzn","Chuffed",1200000,100,20,5,"LB-TL","maxeff","TRUE","41013","848","-41013","FALSE","29050","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","139","FALSE"
"Gini","ta52_4a_alloc1.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR"
"Gini","ta78_6a_alloc2.dzn","Chuffed",1200000,100,20,6,"LB-TL","maxeff","TRUE","42930","1516","-42930","FALSE","28730","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","148","FALSE"
"Gini","ta63_5a_alloc1.dzn","Chuffed",1200000,50,20,5,"LB-TL","maxeff","TRUE","13012","1993","-13012","FALSE","1199252","85851","39","228878369","5072","1013","85851","105158","38","FALSE"
"Gini","ta70_5a_alloc2.dzn","Chuffed",1200000,50,20,5,"LB-TL","maxeff","TRUE","21401","1719","-21401","FALSE","1199316","195516","38","313672596","5060","1012","195516","209110","37","FALSE"
"Gini","ta79_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","15058","1795","-15058","FALSE","1198724","168309","36","346345113","10100","2012","168309","291434","35","FALSE"
"Gini","ta32_3a_alloc2.dzn","Chuffed",1200000,30,15,3,"Simp","maxeff","TRUE","10473","553","-10473","FALSE","1199678","238597","40","375114032","2299","457","238597","172008","39","FALSE"
"Gini","ta59_4a_alloc2.dzn","Chuffed",1200000,50,15,4,"LB","mindis","TRUE","14640","723","723","FALSE","1199473","131045","2","211170161","3811","759","131045","81374","1","FALSE"
"Spread","ta73_10a_alloc3.dzn","Chuffed",1200000,100,20,10,"LB","maxeff","TRUE","15985","788070","-15985","FALSE","7850","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","40","FALSE"
"Gini","ta66_3a_alloc1.dzn","Chuffed",1200000,50,20,3,"Simp","maxeff","TRUE","17711","1597","-17711","FALSE","1199338","146753","34","250101836","5060","1012","146753","90670","33","FALSE"
"Gini","ta71_8a_alloc1.dzn","Chuffed",1200000,100,20,8,"LB","maxeff","TRUE","41091","1185","-41091","FALSE","26980","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","137","FALSE"
"Gini","ta33_2a_alloc2.dzn","Chuffed",1200000,30,15,2,"LB","mindis","TRUE","9109","0","0","TRUE","671660","189715","7","228044211","2295","453","189715","103370","6","FALSE"
"Gini","ta73_10a_alloc1.dzn","Chuffed",1200000,100,20,10,"LB-TL","mindis","TRUE","35528","1356","1356","FALSE","20240","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","TIMEOUT/ERROR","31","FALSE"
